model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
 Touareg,2020,48390,Semi-Auto,5100,Diesel,145,33.6,3.0,Volkswagen
 Astra,2017,9420,Manual,24509,Petrol,125,51.4,1.4,Vauxhall
 Citigo,2019,9995,Manual,3201,Petrol,150,65.7,1.0,Skoda
 Golf,2016,11995,Manual,35350,Petrol,30,53.3,1.4,Volkswagen
 Up,2019,9900,Manual,2500,Petrol,145,54.3,1.0,Volkswagen
 Fiesta,2015,7250,Semi-Auto,47560,Petrol,145,47.9,1.6,Ford
 T-Cross,2019,19498,Manual,6,Petrol,145,47.9,1.0,Volkswagen
 Fiesta,2017,8500,Manual,45345,Petrol,145,65.7,1.0,Ford
 SL CLASS,2019,30670,Automatic,3000,Petrol,145,47.1,2.0,Mercedes
 Meriva,2009,1695,Manual,119337,Diesel,145,53.3,1.7,Vauxhall
 A Class,2016,15800,Manual,19829,Diesel,20,68.9,1.5,Mercedes
 Astra,2016,9750,Manual,17787,Petrol,125,51.4,1.4,Vauxhall
 Focus,2019,15995,Manual,12200,Petrol,145,58.9,1.0,Ford
 Tiguan,2015,8793,Manual,100000,Diesel,125,56.5,2.0,Volkswagen
 Golf,2017,16495,Semi-Auto,30708,Diesel,125,58.9,2.0,Volkswagen
 EcoSport,2019,15750,Manual,16417,Petrol,145,51.4,1.0,Ford
 6 Series,2017,29875,Semi-Auto,9769,Diesel,145,51.4,3.0,BMW
 Mokka X,2016,11498,Manual,16712,Petrol,145,47.1,1.4,Vauxhall
 Kuga,2015,9000,Manual,45394,Diesel,125,60.1,2.0,Ford
 3 Series,2017,20498,Semi-Auto,22271,Hybrid,0,134.5,2.0,BMW
 3 Series,2016,24495,Automatic,45853,Diesel,200,49.6,3.0,BMW
 Insignia,2011,4473,Automatic,81236,Diesel,160,49.6,2.0,Vauxhall
 Arteon,2019,25000,Semi-Auto,5788,Petrol,145,47.1,2.0,Volkswagen
 Focus,2017,12000,Manual,31727,Diesel,0,74.3,1.5,Ford
 Fiesta,2018,9999,Manual,35259,Petrol,145,65.7,1.0,Ford
 5 Series,2018,25998,Semi-Auto,19479,Diesel,145,46.3,2.0,BMW
 Insignia,2017,8499,Manual,34147,Diesel,145,68.9,1.6,Vauxhall
 Yaris,2017,13498,Automatic,7469,Hybrid,135,76.3,1.5,Toyota
 Kuga,2019,18199,Manual,7523,Diesel,145,45.6,1.5,Ford
 E Class,2016,18750,Automatic,53000,Diesel,20,67.3,2.0,Mercedes
 Octavia,2016,15750,Semi-Auto,32539,Diesel,125,56.5,2.0,Skoda
 Aygo,2016,5798,Manual,42318,Petrol,0,69.0,1.0,Toyota
 5 Series,2015,13450,Automatic,64560,Diesel,30,62.8,2.0,BMW
 Fiesta,2018,13770,Manual,8087,Petrol,145,58.9,1.0,Ford
 Viva,2018,7999,Manual,6399,Petrol,145,46.3,1.0,Vauxhall
 Viva,2016,5695,Manual,24504,Petrol,20,62.8,1.0,Vauxhall
 Golf,2019,24999,Semi-Auto,3000,Petrol,145,43.5,1.5,Volkswagen
 Golf SV,2017,10998,Manual,45715,Petrol,30,55.4,1.4,Volkswagen
 C-MAX,2016,9000,Automatic,41344,Diesel,20,64.2,1.5,Ford
 Focus,2014,6625,Manual,31078,Petrol,20,58.9,1.0,Ford
 Polo,2012,5995,Manual,38776,Petrol,145,47.9,1.4,Volkswagen
 Q3,2020,29990,Manual,5000,Diesel,145,40.9,2.0,Audi
 Meriva,2017,7990,Manual,19000,Petrol,145,47.9,1.4,Vauxhall
 Corsa,2019,11495,Manual,4915,Petrol,145,43.5,1.4,Vauxhall
 A3,2019,24000,Manual,100,Diesel,145,52.3,1.6,Audi
 Mondeo,2017,9550,Manual,73614,Diesel,150,65.7,2.0,Ford
 SL CLASS,2017,16999,Manual,33500,Petrol,145,43.5,2.0,Mercedes
 Kuga,2019,18597,Manual,5232,Diesel,145,47.9,2.0,Ford
 Mokka X,2019,14995,Manual,8000,Petrol,145,39.2,1.4,Vauxhall
 Corsa,2019,10199,Manual,11259,Petrol,145,43.5,1.4,Vauxhall
 Fiesta,2014,6610,Manual,33338,Petrol,30,54.3,1.2,Ford
 2 Series,2019,22646,Manual,123,Petrol,145,52.3,1.5,BMW
 Tiguan,2016,19790,Semi-Auto,22789,Diesel,160,49.6,2.0,Volkswagen
 Corsa,2015,7500,Manual,44086,Petrol,30,54.3,1.4,Vauxhall
 Mokka X,2018,12298,Manual,16848,Petrol,145,39.2,1.4,Vauxhall
 C-HR,2018,18695,Automatic,19492,Hybrid,135,74.3,1.8,Toyota
 Kuga,2018,22000,Semi-Auto,9555,Diesel,145,54.3,2.0,Ford
 Astra,2018,12700,Manual,22736,Petrol,145,45.6,1.6,Vauxhall
 Polo,2016,10610,Semi-Auto,18776,Petrol,20,60.1,1.2,Volkswagen
 Fabia,2017,8995,Manual,16950,Petrol,145,57.7,1.0,Skoda
 Superb,2019,19995,Automatic,2175,Petrol,145,36.7,1.5,Skoda
 Insignia,2016,7500,Manual,86400,Diesel,30,62.8,2.0,Vauxhall
 5 Series,2014,17080,Automatic,40267,Diesel,200,48.7,3.0,BMW
 Tiguan,2020,33999,Semi-Auto,501,Diesel,145,31.4,2.0,Volkswagen
 Sharan,2019,25690,Manual,1408,Diesel,145,43.5,2.0,Volkswagen
 Fiesta,2016,7998,Manual,30390,Petrol,125,54.3,1.2,Ford
 GLC Class,2019,42676,Semi-Auto,11302,Diesel,150,40.4,2.0,Mercedes
 C Class,2014,14200,Manual,31543,Diesel,20,68.9,2.1,Mercedes
 Golf,2019,16290,Manual,6533,Petrol,145,49.6,1.0,Volkswagen
 A6,2019,39950,Semi-Auto,5000,Petrol,145,31.4,3.0,Audi
 A Class,2016,14495,Manual,25605,Diesel,20,72.4,1.5,Mercedes
 Mokka X,2016,14000,Semi-Auto,6124,Petrol,160,43.5,1.4,Vauxhall
 A Class,2020,27990,Semi-Auto,19,Petrol,145,28.5,1.3,Mercedes
 EcoSport,2016,8299,Manual,36711,Diesel,30,64.2,1.5,Ford
 Golf,2019,19800,Manual,3000,Diesel,145,55.4,2.0,Volkswagen
 Mokka X,2019,18000,Automatic,12001,Diesel,145,47.1,1.6,Vauxhall
 Passat,2016,21490,Semi-Auto,20898,Diesel,125,57.6,2.0,Volkswagen
 Tiguan,2016,15491,Manual,39746,Diesel,125,58.9,2.0,Volkswagen
 Fabia,2017,7990,Manual,28582,Petrol,20,60.1,1.2,Skoda
 1 Series,2019,20216,Automatic,7935,Diesel,145,65.7,2.0,BMW
 Superb,2018,20498,Semi-Auto,13777,Petrol,145,43.5,2.0,Skoda
 Avensis,2016,10895,Manual,30879,Diesel,20,67.3,1.6,Toyota
 C Class,2017,13900,Manual,20524,Petrol,145,53.3,2.0,Mercedes
 Golf,2019,18890,Semi-Auto,10188,Petrol,145,47.1,1.5,Volkswagen
 RAV4,2016,18995,Automatic,47339,Hybrid,20,57.6,2.5,Toyota
 X5,2019,46990,Semi-Auto,10565,Diesel,145,37.7,3.0,BMW
 Fabia,2016,9984,Automatic,35538,Petrol,20,60.1,1.2,Skoda
 B-MAX,2017,10995,Manual,15543,Petrol,150,57.7,1.0,Ford
 Fiesta,2014,6599,Manual,38217,Petrol,30,54.3,1.2,Ford
 2 Series,2017,18999,Semi-Auto,25244,Diesel,145,65.7,2.0,BMW
 Fiesta,2018,12500,Manual,3638,Petrol,145,61.4,1.0,Ford
 Karoq,2019,21250,Manual,4191,Diesel,145,49.6,2.0,Skoda
 SL CLASS,2018,18999,Automatic,8942,Petrol,145,48.7,1.6,Mercedes
 A4,2016,22990,Semi-Auto,30294,Diesel,125,60.1,3.0,Audi
 GTC,2016,10498,Automatic,15466,Petrol,200,42.8,1.4,Vauxhall
 Ioniq,2017,15290,Automatic,23690,Hybrid,140,78.5,1.6,Hyundai
 Grandland X,2019,23000,Automatic,10,Diesel,145,53.3,1.5,Vauxhall
 X4,2016,20470,Automatic,52131,Diesel,150,54.3,2.0,BMW
 C Class,2020,65980,Semi-Auto,3999,Petrol,145,28.0,4.0,Mercedes
 2 Series,2019,19495,Manual,7937,Petrol,150,54.3,1.5,BMW
 Ka+,2018,8900,Manual,12276,Petrol,145,47.9,1.2,Ford
 T-Cross,2019,17290,Manual,5560,Petrol,145,47.9,1.0,Volkswagen
 Fiesta,2018,14500,Manual,4906,Petrol,150,49.6,1.0,Ford
 Viva,2018,7999,Semi-Auto,9996,Petrol,145,62.8,1.0,Vauxhall
 E Class,2014,9980,Automatic,81450,Diesel,30,64.2,2.1,Mercedes
 Zafira,2016,12998,Automatic,13970,Petrol,200,40.9,1.4,Vauxhall
 1 Series,2012,7940,Manual,54811,Diesel,125,60.1,2.0,BMW
 5 Series,2016,12795,Automatic,64470,Diesel,30,62.8,2.0,BMW
 4 Series,2016,37940,Semi-Auto,21600,Petrol,300,34.0,3.0,BMW
 Astra,2019,11700,Manual,5761,Petrol,145,62.8,1.0,Vauxhall
 Viva,2017,6500,Manual,29880,Petrol,20,62.8,1.0,Vauxhall
 CL Class,2019,40099,Semi-Auto,778,Petrol,145,32.8,2.0,Mercedes
 3 Series,2018,19495,Semi-Auto,12849,Diesel,145,64.2,2.0,BMW
 Kodiaq,2019,25000,Manual,4657,Petrol,150,37.2,1.5,Skoda
 Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2,Vauxhall
 Golf,2016,7800,Manual,76520,Diesel,0,74.3,1.6,Volkswagen
 Karoq,2019,17995,Manual,3300,Petrol,145,44.1,1.0,Skoda
 C Class,2019,20799,Semi-Auto,13965,Diesel,145,61.4,2.0,Mercedes
 X5,2016,27495,Automatic,57908,Hybrid,0,85.6,2.0,BMW
 A Class,2017,16500,Automatic,17920,Diesel,20,74.3,1.5,Mercedes
 Aygo,2017,6701,Manual,40375,Petrol,0,68.9,1.0,Toyota
 Beetle,2014,10000,Manual,61917,Petrol,165,46.3,1.2,Volkswagen
 Ioniq,2017,17795,Automatic,8763,Hybrid,135,78.5,1.6,Hyundai
 Octavia,2019,14790,Manual,2525,Diesel,145,68.9,1.6,Skoda
 Q3,2019,29850,Semi-Auto,15648,Petrol,145,31.7,2.0,Audi
 4 Series,2019,28697,Semi-Auto,4927,Diesel,145,50.4,3.0,BMW
 Golf,2019,19495,Manual,6000,Petrol,145,45.6,1.5,Volkswagen
 C-MAX,2015,9500,Manual,48885,Petrol,30,55.4,1.0,Ford
 CLS Class,2016,17990,Automatic,39200,Diesel,125,57.7,2.1,Mercedes
 Corsa,2019,9700,Manual,13093,Petrol,145,43.5,1.4,Vauxhall
 Fiesta,2016,8799,Manual,23641,Petrol,0,65.7,1.0,Ford
 3 Series,2014,13980,Manual,16376,Diesel,30,62.8,2.0,BMW
 Aygo,2018,8021,Manual,15407,Petrol,145,68.9,1.0,Toyota
 C Class,2019,27980,Semi-Auto,10982,Petrol,145,44.1,1.5,Mercedes
 Corsa,2019,10490,Manual,676,Petrol,145,43.5,1.4,Vauxhall
 1 Series,2019,21000,Manual,1906,Petrol,145,44.1,1.5,BMW
 KA,2015,4960,Manual,32711,Petrol,30,57.7,1.2,Ford
 Fiesta,2015,7189,Manual,28101,Petrol,125,54.3,1.2,Ford
 Q7,2019,49990,Semi-Auto,28,Diesel,145,33.6,3.0,Audi
 Fabia,2016,6200,Manual,16384,Petrol,20,60.1,1.0,Skoda
 Up,2019,8970,Manual,2556,Petrol,145,54.3,1.0,Volkswagen
 T-Roc,2019,32990,Automatic,1000,Petrol,145,32.5,2.0,Volkswagen
 Corsa,2016,7295,Manual,19000,Petrol,30,54.3,1.4,Vauxhall
 Yaris,2017,9995,Manual,25724,Petrol,30,55.0,1.3,Toyota
 GLA Class,2016,17490,Semi-Auto,21469,Diesel,20,67.3,2.1,Mercedes
 Focus,2019,18999,Manual,4000,Petrol,145,60.1,1.0,Ford
 Focus,2018,13800,Manual,22889,Diesel,145,58.9,1.0,Ford
 Q7,2015,31995,Semi-Auto,26407,Diesel,200,47.9,3.0,Audi
 X6,2020,55890,Semi-Auto,3340,Diesel,145,34.9,3.0,BMW
 Galaxy,2013,7599,Automatic,73701,Diesel,200,47.1,2.0,Ford
 M4,2019,39990,Semi-Auto,7603,Petrol,145,32.5,3.0,BMW
 Q3,2017,18450,Manual,39087,Diesel,145,56.5,2.0,Audi
 Superb,2018,19995,Semi-Auto,6667,Petrol,145,36.7,1.5,Skoda
 Tiguan,2018,18979,Manual,20951,Petrol,145,48.7,1.4,Volkswagen
 Corsa,2015,6360,Manual,36706,Petrol,30,55.4,1.4,Vauxhall
 Astra,2016,9300,Manual,44036,Diesel,20,72.4,1.6,Vauxhall
 X4,2019,47480,Automatic,123,Petrol,145,26.9,3.0,BMW
 E Class,2019,31995,Automatic,8000,Diesel,145,45.6,2.0,Mercedes
 T-Roc,2020,27995,Semi-Auto,375,Petrol,145,39.8,1.5,Volkswagen
 Mondeo,2019,14995,Semi-Auto,21156,Diesel,150,45.6,2.0,Ford
 Kamiq,2019,20980,Automatic,200,Other,145,43.5,1.5,Skoda
 Polo,2016,8995,Manual,40525,Petrol,20,60.1,1.2,Volkswagen
 Fabia,2017,7498,Manual,26226,Petrol,145,64.2,1.0,Skoda
 Adam,2015,5991,Manual,44500,Petrol,125,53.3,1.2,Vauxhall
 A4,2019,27990,Manual,1000,Petrol,145,39.2,2.0,Audi
 Q5,2018,27777,Semi-Auto,13199,Diesel,145,55.4,2.0,Audi
 Fiesta,2016,9495,Manual,18103,Petrol,20,62.8,1.0,Ford
 1 Series,2015,12950,Automatic,74238,Diesel,125,60.1,2.0,BMW
 Golf,2018,17998,Semi-Auto,18304,Petrol,145,55.4,1.5,Volkswagen
 Aygo,2018,8795,Manual,9500,Petrol,145,56.5,1.0,Toyota
 2 Series,2019,19980,Manual,3459,Petrol,145,42.2,1.5,BMW
 X5,2018,37498,Automatic,25930,Petrol,145,29.1,4.4,BMW
 Golf,2017,24000,Semi-Auto,17900,Petrol,200,39.8,2.0,Volkswagen
 X5,2019,44800,Semi-Auto,12587,Diesel,145,37.7,3.0,BMW
 X4,2017,23000,Semi-Auto,18441,Diesel,145,54.3,2.0,BMW
 Crossland X,2018,11900,Manual,14974,Petrol,145,54.3,1.2,Vauxhall
 Polo,2019,15126,Semi-Auto,5408,Petrol,145,45.6,1.0,Volkswagen
 Mondeo,2015,7130,Manual,79622,Diesel,0,78.5,1.6,Ford
 Golf,2019,15475,Manual,5650,Diesel,145,57.7,1.6,Volkswagen
 Grand Tourneo Connect,2016,14500,Automatic,18460,Diesel,125,56.6,1.5,Ford
 X3,2019,37990,Semi-Auto,3934,Diesel,145,54.3,2.0,BMW
 Polo,2014,8991,Manual,17820,Petrol,20,60.1,1.2,Volkswagen
 Yaris,2016,9495,Automatic,27301,Petrol,30,58.0,1.3,Toyota
 Kodiaq,2017,19640,Manual,29340,Diesel,145,51.4,2.0,Skoda
 Kuga,2018,16000,Manual,13898,Diesel,145,60.1,2.0,Ford
 X5,2019,50000,Semi-Auto,5145,Diesel,150,37.7,3.0,BMW
 Up,2015,5885,Manual,42381,Petrol,20,62.8,1.0,Volkswagen
 Golf,2019,17298,Manual,6344,Petrol,145,47.1,1.5,Volkswagen
 Sharan,2011,4440,Manual,131000,Diesel,165,50.4,2.0,Volkswagen
 A1,2017,13350,Manual,11589,Petrol,145,55.4,1.4,Audi
 Astra,2019,15995,Manual,10,Diesel,145,72.4,1.6,Vauxhall
 GLC Class,2019,32249,Semi-Auto,8779,Diesel,145,42.2,2.1,Mercedes
 Touran,2013,9990,Manual,44800,Diesel,125,61.4,1.6,Volkswagen
 C Class,2016,16900,Automatic,18107,Diesel,20,64.2,2.1,Mercedes
 1 Series,2019,15199,Manual,10514,Petrol,145,53.3,1.5,BMW
 Tucson,2016,15790,Manual,49000,Diesel,200,47.9,2.0,Hyundai
 Tucson,2019,23991,Semi-Auto,10,Petrol,145,36.2,1.6,Hyundai
 4 Series,2016,15500,Automatic,67429,Petrol,145,48.7,2.0,BMW
 Golf,2014,10599,Manual,42448,Diesel,20,68.9,2.0,Volkswagen
 Kuga,2017,15495,Manual,20495,Diesel,150,60.1,2.0,Ford
 3 Series,2019,28995,Semi-Auto,4000,Diesel,145,52.3,2.0,BMW
 Yaris,1999,1995,Automatic,89000,Petrol,160,42.9,1.3,Toyota
 B Class,2019,24490,Automatic,1677,Diesel,145,55.4,2.0,Mercedes
 Fiesta,2015,6991,Manual,51349,Petrol,0,65.7,1.0,Ford
 A4,2017,16500,Manual,28472,Petrol,125,50.4,2.0,Audi
 Astra,2018,9659,Manual,20689,Diesel,145,78.5,1.6,Vauxhall
 Rapid,2016,8495,Manual,39000,Diesel,30,64.2,1.6,Skoda
 Focus,2017,16370,Manual,9717,Petrol,145,41.5,2.0,Ford
 Q5,2018,35990,Automatic,10000,Petrol,145,34.0,3.0,Audi
 Up,2020,10799,Manual,1000,Petrol,145,51.4,1.0,Volkswagen
 A6,2016,18998,Manual,35000,Diesel,30,61.4,2.0,Audi
 Mokka,2015,9495,Automatic,29613,Petrol,205,42.8,1.4,Vauxhall
 Corsa,2020,13998,Manual,10,Petrol,145,52.3,1.2,Vauxhall
 Galaxy,2016,18250,Manual,40080,Diesel,125,56.5,2.0,Ford
 Golf,2013,7495,Manual,48789,Diesel,30,64.2,1.6,Volkswagen
 Kuga,2018,18495,Manual,11435,Diesel,145,54.3,1.5,Ford
 X3,2016,21550,Semi-Auto,42255,Diesel,200,47.9,3.0,BMW
 A4,2014,9495,Manual,80909,Diesel,125,58.9,2.0,Audi
 GLE Class,2017,30999,Automatic,18398,Diesel,145,47.9,2.1,Mercedes
 I20,2016,7691,Manual,24377,Petrol,30,55.4,1.2,Hyundai
 E Class,2019,28950,Semi-Auto,14321,Diesel,145,58.9,2.0,Mercedes
 3 Series,2016,9449,Manual,97758,Diesel,20,72.4,2.0,BMW
 Octavia,2019,13999,Semi-Auto,14705,Diesel,150,72.4,1.6,Skoda
 Fabia,2017,6899,Manual,51089,Petrol,145,60.1,1.2,Skoda
 Fabia,2020,13299,Manual,100,Petrol,145,51.4,1.0,Skoda
 A Class,2020,26519,Semi-Auto,1000,Petrol,145,53.3,1.3,Mercedes
 Polo,2016,9232,Manual,29653,Petrol,20,60.1,1.2,Volkswagen
 Fiesta,2020,21000,Manual,10,Petrol,150,40.3,1.5,Ford
 C Class,2017,20500,Automatic,24624,Diesel,150,60.1,2.1,Mercedes
 E Class,2013,12013,Semi-Auto,59338,Diesel,125,57.7,2.1,Mercedes
 Kuga,2015,10999,Manual,56308,Diesel,150,54.3,2.0,Ford
 Fabia,2016,8200,Manual,25832,Petrol,20,60.1,1.2,Skoda
 Mokka X,2017,7790,Manual,49582,Petrol,205,42.2,1.6,Vauxhall
 I10,2015,4871,Manual,42761,Petrol,20,60.1,1.0,Hyundai
 Tucson,2018,13000,Manual,37079,Petrol,145,44.8,0.0,Hyundai
 Aygo,2014,6680,Manual,13772,Petrol,0,69.0,1.0,Toyota
 Polo,2016,8495,Manual,52635,Petrol,20,60.1,1.2,Volkswagen
 Focus,2018,11992,Manual,15814,Petrol,145,57.7,1.0,Ford
 A Class,2019,20480,Semi-Auto,10247,Diesel,145,65.7,1.5,Mercedes
 Mokka X,2019,14000,Manual,10924,Petrol,145,39.2,1.4,Vauxhall
 Superb,2019,15280,Manual,39300,Diesel,145,64.2,2.0,Skoda
 Superb,2019,26190,Semi-Auto,2595,Petrol,145,38.2,2.0,Skoda
 Fiesta,2016,10195,Manual,15000,Petrol,0,65.7,1.0,Ford
 A Class,2019,22980,Semi-Auto,16,Diesel,145,56.5,2.0,Mercedes
 Q3,2019,27990,Semi-Auto,6000,Diesel,145,48.7,2.0,Audi
 Golf,2016,10195,Manual,20053,Petrol,30,53.3,1.4,Volkswagen
 Focus,2019,16350,Automatic,9790,Petrol,145,50.4,1.0,Ford
 Tiguan,2016,10295,Manual,88110,Diesel,145,53.3,2.0,Volkswagen
 Fabia,2019,11785,Manual,2987,Petrol,145,51.4,1.0,Skoda
 3 Series,2019,32060,Automatic,123,Diesel,145,60.1,2.0,BMW
 I30,2017,9990,Manual,49035,Diesel,145,74.3,1.6,Hyundai
 1 Series,2015,7500,Manual,81750,Diesel,0,74.3,1.6,BMW
 Ka+,2019,11250,Manual,2418,Petrol,150,43.5,1.2,Ford
 Corsa,2015,7500,Manual,50023,Petrol,125,54.3,1.4,Vauxhall
 Fiesta,2016,6600,Manual,28890,Petrol,125,54.3,1.2,Ford
 Golf,2018,19990,Semi-Auto,23380,Diesel,150,57.7,2.0,Volkswagen
 Karoq,2018,18998,Automatic,2504,Diesel,150,62.8,1.6,Skoda
 C Class,2016,16449,Automatic,27268,Diesel,30,64.2,2.1,Mercedes
 A3,2017,10498,Manual,74501,Diesel,0,74.3,1.6,Audi
 Corsa,2017,6995,Manual,35028,Petrol,150,55.4,1.4,Vauxhall
 Tiguan,2016,14495,Manual,29265,Diesel,150,53.3,2.0,Volkswagen
 Golf,2018,13995,Semi-Auto,40000,Petrol,145,60.1,1.0,Volkswagen
 Superb,2018,18985,Semi-Auto,25850,Petrol,150,43.5,2.0,Skoda
 Mokka X,2017,11998,Manual,19998,Diesel,145,60.1,1.6,Vauxhall
 Tucson,2019,21490,Manual,110,Petrol,145,34.9,1.6,Hyundai
 1 Series,2019,21999,Semi-Auto,1591,Petrol,145,43.5,1.5,BMW
 Corsa,2018,9250,Manual,7160,Petrol,145,43.5,1.4,Vauxhall
 M6,2006,12495,Semi-Auto,89000,Petrol,570,19.1,5.0,BMW
 TT,2015,19400,Semi-Auto,37236,Petrol,160,44.1,2.0,Audi
 Fiesta,2013,6350,Manual,36289,Petrol,0,65.7,1.0,Ford
 C-MAX,2017,9989,Manual,28264,Diesel,20,68.9,1.5,Ford
 C Class,2020,41999,Semi-Auto,4999,Petrol,145,28.8,3.0,Mercedes
 I30,2018,12891,Manual,3789,Petrol,150,45.6,1.0,Hyundai
 Golf,2020,21000,Manual,2000,Petrol,145,47.1,1.5,Volkswagen
 Kodiaq,2018,24990,Automatic,20554,Diesel,145,49.6,2.0,Skoda
 Meriva,2017,6800,Manual,26601,Petrol,145,47.1,1.4,Vauxhall
 S Class,2016,31041,Semi-Auto,21739,Diesel,205,47.9,3.0,Mercedes
 Golf,2019,17995,Manual,100,Diesel,145,55.4,1.6,Volkswagen
 Yaris,2017,13495,Automatic,17729,Hybrid,140,76.3,1.5,Toyota
 I10,2017,6991,Manual,14931,Petrol,145,60.1,1.0,Hyundai
 Fiesta,2017,8680,Manual,41491,Petrol,145,65.7,1.0,Ford
 A3,2015,16750,Semi-Auto,29000,Petrol,30,58.9,1.4,Audi
 Fiesta,2018,11995,Manual,12080,Petrol,150,65.7,1.0,Ford
 Touran,2016,17499,Semi-Auto,14042,Diesel,30,65.7,1.6,Volkswagen
 Q7,2019,51750,Semi-Auto,6000,Diesel,145,32.8,3.0,Audi
 Mokka X,2019,15495,Manual,7823,Petrol,145,39.2,1.4,Vauxhall
 Kodiaq,2018,22590,Automatic,11964,Petrol,145,44.8,1.4,Skoda
 Yeti,2014,9000,Semi-Auto,38000,Petrol,160,44.8,1.2,Skoda
 Golf SV,2015,11990,Automatic,9000,Petrol,115,54.3,1.4,Volkswagen
 I10,2013,4500,Manual,25919,Petrol,20,61.4,1.2,Hyundai
 Passat,2019,17989,Automatic,16748,Diesel,150,51.4,2.0,Volkswagen
 Edge,2018,23000,Automatic,13649,Diesel,150,47.9,2.0,Ford
 CL Class,2016,14990,Manual,53000,Petrol,125,51.4,1.6,Mercedes
 E Class,2017,21900,Automatic,35598,Diesel,145,61.4,2.0,Mercedes
 Golf SV,2016,11749,Automatic,17695,Petrol,30,54.3,1.4,Volkswagen
 A6,2016,13502,Manual,50900,Diesel,30,65.7,2.0,Audi
 Kamiq,2019,18000,Manual,4000,Petrol,145,47.1,1.0,Skoda
 Q3,2019,26990,Manual,10,Petrol,145,40.9,1.5,Audi
 3 Series,2018,25450,Semi-Auto,16735,Diesel,145,51.4,3.0,BMW
 Yaris,2016,10990,Automatic,30000,Hybrid,0,78.0,1.5,Toyota
 2 Series,2015,19898,Semi-Auto,11711,Petrol,260,37.2,3.0,BMW
 Polo,2016,12600,Manual,30016,Petrol,150,47.0,1.8,Volkswagen
 3 Series,2007,8750,Automatic,79000,Petrol,565,28.5,3.0,BMW
 2 Series,2016,13200,Automatic,28918,Petrol,125,53.3,1.5,BMW
 Ioniq,2019,20500,Semi-Auto,1750,Hybrid,135,62.8,1.6,Hyundai
 Verso,2016,13981,Semi-Auto,16429,Petrol,200,42.8,1.8,Toyota
 Tiguan,2016,14790,Manual,48209,Diesel,125,58.9,2.0,Volkswagen
 Q3,2019,32990,Automatic,3300,Petrol,145,31.7,2.0,Audi
 Focus,2015,7050,Manual,70672,Diesel,0,74.3,1.5,Ford
 X5,2019,51500,Semi-Auto,10,Diesel,145,37.7,3.0,BMW
 Fiesta,2017,9999,Manual,32000,Diesel,0,78.5,1.5,Ford
 T-Roc,2019,19450,Manual,1689,Diesel,145,50.4,1.6,Volkswagen
 GLE Class,2019,57980,Semi-Auto,3999,Petrol,145,30.1,3.0,Mercedes
 Fiesta,2017,7570,Manual,24315,Petrol,125,54.3,1.2,Ford
 Edge,2017,19499,Automatic,31000,Diesel,145,48.7,2.0,Ford
 I10,2016,5799,Manual,21359,Petrol,30,57.6,1.2,Hyundai
 C Class,2016,18799,Semi-Auto,20115,Petrol,125,51.4,2.0,Mercedes
 Fiesta,2020,12995,Manual,4000,Petrol,145,55.4,1.1,Ford
 Aygo,2017,8500,Manual,20732,Petrol,150,68.9,1.0,Toyota
 Polo,2017,10290,Manual,20150,Petrol,20,60.1,1.2,Volkswagen
 Golf,2019,17498,Manual,4821,Petrol,145,47.1,1.5,Volkswagen
 CC,2016,10999,Semi-Auto,39416,Diesel,125,56.5,2.0,Volkswagen
 Vivaro,2015,11300,Manual,59204,Diesel,235,42.8,1.6,Vauxhall
 Q3,2019,26888,Manual,7419,Diesel,145,40.9,2.0,Audi
 M4,2016,99950,Automatic,771,Petrol,300,33.2,3.0,BMW
 A Class,2015,11479,Manual,84521,Diesel,30,62.8,2.1,Mercedes
 Golf,2013,10299,Manual,75233,Diesel,20,67.3,2.0,Volkswagen
 Q3,2017,21000,Automatic,25000,Petrol,145,47.9,1.4,Audi
 Tucson,2017,13250,Manual,285,Diesel,145,61.7,1.7,Hyundai
 Fiesta,2017,8791,Manual,34617,Petrol,145,64.2,1.1,Ford
 Up,2016,7998,Manual,27128,Petrol,20,64.2,1.0,Volkswagen
 Fiesta,2018,9850,Manual,6169,Petrol,145,64.2,1.1,Ford
 Kuga,2017,13000,Manual,8000,Petrol,160,45.6,1.5,Ford
 2 Series,2018,25295,Semi-Auto,9500,Petrol,145,39.8,3.0,BMW
 C Class,2019,28499,Semi-Auto,15096,Diesel,145,64.2,2.0,Mercedes
 Astra,2017,9410,Manual,21417,Diesel,20,72.4,1.6,Vauxhall
 Kodiaq,2020,29995,Automatic,10,Diesel,150,44.8,2.0,Skoda
 Crossland X,2019,13468,Manual,10576,Petrol,150,44.8,1.2,Vauxhall
 A4,2016,13295,Automatic,86910,Diesel,30,67.3,2.0,Audi
 CL Class,2016,17000,Semi-Auto,48240,Diesel,125,58.9,2.1,Mercedes
 A3,2015,14278,Manual,27376,Diesel,20,70.6,1.6,Audi
 GLA Class,2019,23820,Semi-Auto,3012,Petrol,145,37.2,1.6,Mercedes
 IX20,2015,7295,Manual,42858,Petrol,125,50.4,1.4,Hyundai
 Meriva,2015,5500,Manual,68074,Petrol,150,47.1,1.4,Vauxhall
 Astra,2016,10995,Manual,28000,Diesel,20,72.4,1.6,Vauxhall
 Golf,2017,11213,Manual,37902,Diesel,0,74.3,1.6,Volkswagen
